,date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),First dep NB or WB,First dep SB or EB,Last dep NB or WB,Last dep SB or EB,Route,Interruption,time period start,time period end
202,2023-08-04,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-04 19:00:00,2023-08-04 22:00:00
202,2023-08-04,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-04 22:00:00,2023-08-05 04:00:00
203,2023-08-05,13,10:00,118,12,13.4,0,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-05 04:00:00,2023-08-05 08:00:00
203,2023-08-05,16,10:00,149,11,10.6,1,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-05 08:00:00,2023-08-05 12:00:00
203,2023-08-05,19,10:00,171,19,9.2,2,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-05 12:00:00,2023-08-05 19:00:00
203,2023-08-05,17,10:00,152,18,10.4,3,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-05 19:00:00,2023-08-05 22:00:00
203,2023-08-05,15,10:00,138,12,11.4,4,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-05 22:00:00,2023-08-06 04:00:00
204,2023-08-06,13,10:00,118,12,13.4,0,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-06 04:00:00,2023-08-06 08:00:00
204,2023-08-06,15,10:00,139,11,11.4,1,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-06 08:00:00,2023-08-06 12:00:00
204,2023-08-06,17,10:00,157,13,10.1,2,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-06 12:00:00,2023-08-06 19:00:00
204,2023-08-06,15,10:00,136,14,11.6,3,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-06 19:00:00,2023-08-06 22:00:00
204,2023-08-06,14,10:00,122,18,12.9,4,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-06 22:00:00,2023-08-07 04:00:00
205,2023-08-07,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-07 04:00:00,2023-08-07 09:00:00
205,2023-08-07,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-07 09:00:00,2023-08-07 15:00:00
205,2023-08-07,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-07 15:00:00,2023-08-07 19:00:00
205,2023-08-07,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-07 19:00:00,2023-08-07 22:00:00
205,2023-08-07,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-07 22:00:00,2023-08-08 04:00:00
206,2023-08-08,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-08 04:00:00,2023-08-08 09:00:00
206,2023-08-08,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-08 09:00:00,2023-08-08 15:00:00
206,2023-08-08,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-08 15:00:00,2023-08-08 19:00:00
206,2023-08-08,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-08 19:00:00,2023-08-08 22:00:00
206,2023-08-08,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-08 22:00:00,2023-08-09 04:00:00
207,2023-08-09,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-09 04:00:00,2023-08-09 09:00:00
207,2023-08-09,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-09 09:00:00,2023-08-09 15:00:00
207,2023-08-09,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-09 15:00:00,2023-08-09 19:00:00
207,2023-08-09,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-09 19:00:00,2023-08-09 22:00:00
207,2023-08-09,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-09 22:00:00,2023-08-10 04:00:00
208,2023-08-10,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-10 04:00:00,2023-08-10 09:00:00
208,2023-08-10,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-10 09:00:00,2023-08-10 15:00:00
208,2023-08-10,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-10 15:00:00,2023-08-10 19:00:00
208,2023-08-10,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-10 19:00:00,2023-08-10 22:00:00
208,2023-08-10,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-10 22:00:00,2023-08-11 04:00:00
209,2023-08-11,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-11 04:00:00,2023-08-11 09:00:00
209,2023-08-11,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-11 09:00:00,2023-08-11 15:00:00
209,2023-08-11,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-11 15:00:00,2023-08-11 19:00:00
209,2023-08-11,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-11 19:00:00,2023-08-11 22:00:00
209,2023-08-11,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-11 22:00:00,2023-08-12 04:00:00
210,2023-08-12,13,10:00,118,12,13.4,0,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-12 04:00:00,2023-08-12 08:00:00
210,2023-08-12,16,10:00,149,11,10.6,1,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-12 08:00:00,2023-08-12 12:00:00
210,2023-08-12,19,10:00,171,19,9.2,2,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-12 12:00:00,2023-08-12 19:00:00
210,2023-08-12,17,10:00,152,18,10.4,3,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-12 19:00:00,2023-08-12 22:00:00
210,2023-08-12,15,10:00,138,12,11.4,4,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-12 22:00:00,2023-08-13 04:00:00
211,2023-08-13,13,10:00,118,12,13.4,0,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-13 04:00:00,2023-08-13 08:00:00
211,2023-08-13,15,10:00,139,11,11.4,1,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-13 08:00:00,2023-08-13 12:00:00
211,2023-08-13,17,10:00,157,13,10.1,2,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-13 12:00:00,2023-08-13 19:00:00
211,2023-08-13,15,10:00,136,14,11.6,3,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-13 19:00:00,2023-08-13 22:00:00
211,2023-08-13,14,10:00,122,18,12.9,4,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-13 22:00:00,2023-08-14 04:00:00
212,2023-08-14,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-14 04:00:00,2023-08-14 09:00:00
212,2023-08-14,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-14 09:00:00,2023-08-14 15:00:00
212,2023-08-14,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-14 15:00:00,2023-08-14 19:00:00
212,2023-08-14,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-14 19:00:00,2023-08-14 22:00:00
212,2023-08-14,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-14 22:00:00,2023-08-15 04:00:00
213,2023-08-15,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-15 04:00:00,2023-08-15 09:00:00
213,2023-08-15,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-15 09:00:00,2023-08-15 15:00:00
213,2023-08-15,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-15 15:00:00,2023-08-15 19:00:00
213,2023-08-15,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-15 19:00:00,2023-08-15 22:00:00
213,2023-08-15,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-15 22:00:00,2023-08-16 04:00:00
214,2023-08-16,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-16 04:00:00,2023-08-16 09:00:00
214,2023-08-16,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-16 09:00:00,2023-08-16 15:00:00
214,2023-08-16,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-16 15:00:00,2023-08-16 19:00:00
214,2023-08-16,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-16 19:00:00,2023-08-16 22:00:00
214,2023-08-16,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-16 22:00:00,2023-08-17 04:00:00
215,2023-08-17,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-17 04:00:00,2023-08-17 09:00:00
215,2023-08-17,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-17 09:00:00,2023-08-17 15:00:00
215,2023-08-17,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-17 15:00:00,2023-08-17 19:00:00
215,2023-08-17,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-17 19:00:00,2023-08-17 22:00:00
215,2023-08-17,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-17 22:00:00,2023-08-18 04:00:00
216,2023-08-18,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-18 04:00:00,2023-08-18 09:00:00
216,2023-08-18,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-18 09:00:00,2023-08-18 15:00:00
216,2023-08-18,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-18 15:00:00,2023-08-18 19:00:00
216,2023-08-18,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-18 19:00:00,2023-08-18 22:00:00
216,2023-08-18,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-18 22:00:00,2023-08-19 04:00:00
217,2023-08-19,13,10:00,118,12,13.4,0,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-19 04:00:00,2023-08-19 08:00:00
217,2023-08-19,16,10:00,149,11,10.6,1,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-19 08:00:00,2023-08-19 12:00:00
217,2023-08-19,19,10:00,171,19,9.2,2,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-19 12:00:00,2023-08-19 19:00:00
217,2023-08-19,17,10:00,152,18,10.4,3,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-19 19:00:00,2023-08-19 22:00:00
217,2023-08-19,15,10:00,138,12,11.4,4,1,26.3,05:15,04:33,01:42,00:50,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-19 22:00:00,2023-08-20 04:00:00
218,2023-08-20,13,10:00,118,12,13.4,0,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-20 04:00:00,2023-08-20 08:00:00
218,2023-08-20,15,10:00,139,11,11.4,1,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-20 08:00:00,2023-08-20 12:00:00
218,2023-08-20,17,10:00,157,13,10.1,2,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-20 12:00:00,2023-08-20 19:00:00
218,2023-08-20,15,10:00,136,14,11.6,3,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-20 19:00:00,2023-08-20 22:00:00
218,2023-08-20,14,10:00,122,18,12.9,4,2,26.3,05:25,04:42,01:28,00:41,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-20 22:00:00,2023-08-21 04:00:00
219,2023-08-21,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-21 04:00:00,2023-08-21 09:00:00
219,2023-08-21,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-21 09:00:00,2023-08-21 15:00:00
219,2023-08-21,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-21 15:00:00,2023-08-21 19:00:00
219,2023-08-21,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-21 19:00:00,2023-08-21 22:00:00
219,2023-08-21,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-21 22:00:00,2023-08-22 04:00:00
220,2023-08-22,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-22 04:00:00,2023-08-22 09:00:00
220,2023-08-22,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-22 09:00:00,2023-08-22 15:00:00
220,2023-08-22,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-22 15:00:00,2023-08-22 19:00:00
220,2023-08-22,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-22 19:00:00,2023-08-22 22:00:00
220,2023-08-22,14,10:00,129,11,12.2,4,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-22 22:00:00,2023-08-23 04:00:00
221,2023-08-23,16,10:00,145,15,10.9,0,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-23 04:00:00,2023-08-23 09:00:00
221,2023-08-23,17,10:00,158,12,10.0,1,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-23 09:00:00,2023-08-23 15:00:00
221,2023-08-23,19,10:00,175,15,9.0,2,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-23 15:00:00,2023-08-23 19:00:00
221,2023-08-23,16,10:00,142,18,11.1,3,0,26.3,05:00,04:00,01:46,00:56,506 Dundas West Stn-Kingston Rd/Queen via Coxwell,Temporary partial bus replacement due to City/TTC construction at Main Street Station. No streetcar service east of Broadview.,2023-08-23 19:00:00,2023-08-23 22:00:00
