,date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),First dep NB or WB,First dep SB or EB,Last dep NB or WB,Last dep SB or EB,Route,Interruption,time period start,time period end
1009,2025-10-19,17,10:00,163,7,12.0,3,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-19 19:00:00,2025-10-19 22:00:00
1009,2025-10-19,15,10:00,144,6,13.5,4,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-19 22:00:00,2025-10-20 04:00:00
1010,2025-10-20,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-20 04:00:00,2025-10-20 09:00:00
1010,2025-10-20,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-20 09:00:00,2025-10-20 15:00:00
1010,2025-10-20,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-20 15:00:00,2025-10-20 19:00:00
1010,2025-10-20,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-20 19:00:00,2025-10-20 22:00:00
1010,2025-10-20,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-20 22:00:00,2025-10-21 04:00:00
1011,2025-10-21,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-21 04:00:00,2025-10-21 09:00:00
1011,2025-10-21,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-21 09:00:00,2025-10-21 15:00:00
1011,2025-10-21,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-21 15:00:00,2025-10-21 19:00:00
1011,2025-10-21,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-21 19:00:00,2025-10-21 22:00:00
1011,2025-10-21,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-21 22:00:00,2025-10-22 04:00:00
1012,2025-10-22,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-22 04:00:00,2025-10-22 09:00:00
1012,2025-10-22,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-22 09:00:00,2025-10-22 15:00:00
1012,2025-10-22,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-22 15:00:00,2025-10-22 19:00:00
1012,2025-10-22,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-22 19:00:00,2025-10-22 22:00:00
1012,2025-10-22,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-22 22:00:00,2025-10-23 04:00:00
1013,2025-10-23,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-23 04:00:00,2025-10-23 09:00:00
1013,2025-10-23,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-23 09:00:00,2025-10-23 15:00:00
1013,2025-10-23,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-23 15:00:00,2025-10-23 19:00:00
1013,2025-10-23,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-23 19:00:00,2025-10-23 22:00:00
1013,2025-10-23,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-23 22:00:00,2025-10-24 04:00:00
1014,2025-10-24,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-24 04:00:00,2025-10-24 09:00:00
1014,2025-10-24,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-24 09:00:00,2025-10-24 15:00:00
1014,2025-10-24,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-24 15:00:00,2025-10-24 19:00:00
1014,2025-10-24,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-24 19:00:00,2025-10-24 22:00:00
1014,2025-10-24,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-24 22:00:00,2025-10-25 04:00:00
1015,2025-10-25,15,10:00,140,10,13.9,0,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-25 04:00:00,2025-10-25 08:00:00
1015,2025-10-25,18,10:00,172,8,11.3,1,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-25 08:00:00,2025-10-25 12:00:00
1015,2025-10-25,26,08:00,199,9,9.8,2,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-25 12:00:00,2025-10-25 19:00:00
1015,2025-10-25,21,09:00,178,11,11.0,3,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-25 19:00:00,2025-10-25 22:00:00
1015,2025-10-25,17,10:00,163,7,12.0,4,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-25 22:00:00,2025-10-26 04:00:00
1016,2025-10-26,15,10:00,141,9,13.8,0,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-26 04:00:00,2025-10-26 08:00:00
1016,2025-10-26,17,10:00,163,7,12.0,1,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-26 08:00:00,2025-10-26 12:00:00
1016,2025-10-26,19,10:00,180,10,10.8,2,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-26 12:00:00,2025-10-26 19:00:00
1016,2025-10-26,17,10:00,163,7,12.0,3,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-26 19:00:00,2025-10-26 22:00:00
1016,2025-10-26,15,10:00,144,6,13.5,4,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-26 22:00:00,2025-10-27 04:00:00
1017,2025-10-27,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-27 04:00:00,2025-10-27 09:00:00
1017,2025-10-27,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-27 09:00:00,2025-10-27 15:00:00
1017,2025-10-27,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-27 15:00:00,2025-10-27 19:00:00
1017,2025-10-27,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-27 19:00:00,2025-10-27 22:00:00
1017,2025-10-27,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-27 22:00:00,2025-10-28 04:00:00
1018,2025-10-28,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-28 04:00:00,2025-10-28 09:00:00
1018,2025-10-28,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-28 09:00:00,2025-10-28 15:00:00
1018,2025-10-28,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-28 15:00:00,2025-10-28 19:00:00
1018,2025-10-28,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-28 19:00:00,2025-10-28 22:00:00
1018,2025-10-28,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-28 22:00:00,2025-10-29 04:00:00
1019,2025-10-29,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-29 04:00:00,2025-10-29 09:00:00
1019,2025-10-29,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-29 09:00:00,2025-10-29 15:00:00
1019,2025-10-29,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-29 15:00:00,2025-10-29 19:00:00
1019,2025-10-29,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-29 19:00:00,2025-10-29 22:00:00
1019,2025-10-29,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-29 22:00:00,2025-10-30 04:00:00
1020,2025-10-30,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-30 04:00:00,2025-10-30 09:00:00
1020,2025-10-30,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-30 09:00:00,2025-10-30 15:00:00
1020,2025-10-30,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-30 15:00:00,2025-10-30 19:00:00
1020,2025-10-30,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-30 19:00:00,2025-10-30 22:00:00
1020,2025-10-30,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-30 22:00:00,2025-10-31 04:00:00
1021,2025-10-31,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-31 04:00:00,2025-10-31 09:00:00
1021,2025-10-31,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-31 09:00:00,2025-10-31 15:00:00
1021,2025-10-31,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-31 15:00:00,2025-10-31 19:00:00
1021,2025-10-31,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-31 19:00:00,2025-10-31 22:00:00
1021,2025-10-31,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-10-31 22:00:00,2025-11-01 04:00:00
1022,2025-11-01,15,10:00,140,10,13.9,0,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-01 04:00:00,2025-11-01 08:00:00
1022,2025-11-01,18,10:00,172,8,11.3,1,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-01 08:00:00,2025-11-01 12:00:00
1022,2025-11-01,26,08:00,199,9,9.8,2,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-01 12:00:00,2025-11-01 19:00:00
1022,2025-11-01,21,09:00,178,11,11.0,3,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-01 19:00:00,2025-11-01 22:00:00
1022,2025-11-01,17,10:00,163,7,12.0,4,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-01 22:00:00,2025-11-02 04:00:00
1023,2025-11-02,15,10:00,141,9,13.8,0,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-02 04:00:00,2025-11-02 08:00:00
1023,2025-11-02,17,10:00,163,7,12.0,1,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-02 08:00:00,2025-11-02 12:00:00
1023,2025-11-02,19,10:00,180,10,10.8,2,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-02 12:00:00,2025-11-02 19:00:00
1023,2025-11-02,17,10:00,163,7,12.0,3,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-02 19:00:00,2025-11-02 22:00:00
1023,2025-11-02,15,10:00,144,6,13.5,4,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-02 22:00:00,2025-11-03 04:00:00
1024,2025-11-03,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-03 04:00:00,2025-11-03 09:00:00
1024,2025-11-03,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-03 09:00:00,2025-11-03 15:00:00
1024,2025-11-03,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-03 15:00:00,2025-11-03 19:00:00
1024,2025-11-03,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-03 19:00:00,2025-11-03 22:00:00
1024,2025-11-03,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-03 22:00:00,2025-11-04 04:00:00
1025,2025-11-04,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-04 04:00:00,2025-11-04 09:00:00
1025,2025-11-04,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-04 09:00:00,2025-11-04 15:00:00
1025,2025-11-04,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-04 15:00:00,2025-11-04 19:00:00
1025,2025-11-04,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-04 19:00:00,2025-11-04 22:00:00
1025,2025-11-04,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-04 22:00:00,2025-11-05 04:00:00
1026,2025-11-05,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-05 04:00:00,2025-11-05 09:00:00
1026,2025-11-05,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-05 09:00:00,2025-11-05 15:00:00
1026,2025-11-05,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-05 15:00:00,2025-11-05 19:00:00
1026,2025-11-05,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-05 19:00:00,2025-11-05 22:00:00
1026,2025-11-05,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-05 22:00:00,2025-11-06 04:00:00
1027,2025-11-06,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-06 04:00:00,2025-11-06 09:00:00
1027,2025-11-06,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-06 09:00:00,2025-11-06 15:00:00
1027,2025-11-06,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-06 15:00:00,2025-11-06 19:00:00
1027,2025-11-06,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-06 19:00:00,2025-11-06 22:00:00
1027,2025-11-06,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-06 22:00:00,2025-11-07 04:00:00
1028,2025-11-07,19,10:00,175,15,11.1,0,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-07 04:00:00,2025-11-07 09:00:00
1028,2025-11-07,20,10:00,188,12,10.4,1,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-07 09:00:00,2025-11-07 15:00:00
1028,2025-11-07,22,10:00,209,11,9.3,2,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-07 15:00:00,2025-11-07 19:00:00
1028,2025-11-07,18,10:00,172,8,11.3,3,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-07 19:00:00,2025-11-07 22:00:00
1028,2025-11-07,17,10:00,158,12,12.3,4,0,32.49,04:51,04:40,01:11,01:09,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-07 22:00:00,2025-11-08 04:00:00
1029,2025-11-08,15,10:00,140,10,13.9,0,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-08 04:00:00,2025-11-08 08:00:00
1029,2025-11-08,18,10:00,172,8,11.3,1,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-08 08:00:00,2025-11-08 12:00:00
1029,2025-11-08,26,08:00,199,9,9.8,2,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-08 12:00:00,2025-11-08 19:00:00
1029,2025-11-08,21,09:00,178,11,11.0,3,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-08 19:00:00,2025-11-08 22:00:00
1029,2025-11-08,17,10:00,163,7,12.0,4,1,32.49,05:00,05:49,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-08 22:00:00,2025-11-09 04:00:00
1030,2025-11-09,15,10:00,141,9,13.8,0,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-09 04:00:00,2025-11-09 08:00:00
1030,2025-11-09,17,10:00,163,7,12.0,1,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-09 08:00:00,2025-11-09 12:00:00
1030,2025-11-09,19,10:00,180,10,10.8,2,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-09 12:00:00,2025-11-09 19:00:00
1030,2025-11-09,17,10:00,163,7,12.0,3,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-09 19:00:00,2025-11-09 22:00:00
1030,2025-11-09,15,10:00,144,6,13.5,4,2,32.49,05:04,04:55,01:09,01:02,506 High Park-Main St Stn via Spadina & Bay ,Temporary streetcar diversion to accommodate track and overhead work at College St and McCaul St,2025-11-09 22:00:00,2025-11-10 04:00:00
