date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),Interruption,time period start,time period end,EB/WB,bunch,total delay,gap
2025-04-07,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-07 09:00:00,2025-04-07 15:00:00,E,1442,6175.0,13
2025-04-07,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-07 09:00:00,2025-04-07 15:00:00,W,366,1069.0,13
2025-04-08,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-08 09:00:00,2025-04-08 15:00:00,E,1413,2771.0,13
2025-04-08,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-08 09:00:00,2025-04-08 15:00:00,W,405,421.0,13
2025-04-09,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-09 09:00:00,2025-04-09 15:00:00,E,1539,3314.0,13
2025-04-09,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-09 09:00:00,2025-04-09 15:00:00,W,380,338.0,13
2025-04-10,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-10 09:00:00,2025-04-10 15:00:00,E,1796,3130.0,13
2025-04-10,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-10 09:00:00,2025-04-10 15:00:00,W,426,595.0,13
2025-04-11,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-11 09:00:00,2025-04-11 15:00:00,E,1375,4753.0,13
2025-04-11,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-11 09:00:00,2025-04-11 15:00:00,W,373,422.0,13
2025-04-14,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-14 09:00:00,2025-04-14 15:00:00,E,1474,6155.0,13
2025-04-14,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-14 09:00:00,2025-04-14 15:00:00,W,366,758.0,13
2025-04-15,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-15 09:00:00,2025-04-15 15:00:00,E,1523,4726.0,13
2025-04-15,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-15 09:00:00,2025-04-15 15:00:00,W,432,508.0,13
2025-04-16,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-16 09:00:00,2025-04-16 15:00:00,E,1574,5000.0,13
2025-04-16,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-16 09:00:00,2025-04-16 15:00:00,W,390,629.0,13
2025-04-17,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-17 09:00:00,2025-04-17 15:00:00,E,1630,2325.0,13
2025-04-17,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-17 09:00:00,2025-04-17 15:00:00,W,393,177.0,13
2025-04-18,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-18 09:00:00,2025-04-18 15:00:00,E,1406,3468.0,13
2025-04-18,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-18 09:00:00,2025-04-18 15:00:00,W,388,1494.0,13
2025-04-21,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-21 09:00:00,2025-04-21 15:00:00,E,1338,8446.0,13
2025-04-21,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-21 09:00:00,2025-04-21 15:00:00,W,366,1474.0,13
2025-04-22,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-22 09:00:00,2025-04-22 15:00:00,E,1503,4300.0,13
2025-04-22,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-22 09:00:00,2025-04-22 15:00:00,W,366,407.0,13
2025-04-23,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-23 09:00:00,2025-04-23 15:00:00,E,1408,3402.0,13
2025-04-23,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-23 09:00:00,2025-04-23 15:00:00,W,386,347.0,13
2025-04-24,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-24 09:00:00,2025-04-24 15:00:00,E,1431,3156.0,13
2025-04-24,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-24 09:00:00,2025-04-24 15:00:00,W,393,579.0,13
2025-04-25,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-25 09:00:00,2025-04-25 15:00:00,E,1323,4129.0,13
2025-04-25,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-25 09:00:00,2025-04-25 15:00:00,W,404,308.0,13
2025-04-28,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-28 09:00:00,2025-04-28 15:00:00,E,1560,4190.0,13
2025-04-28,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-28 09:00:00,2025-04-28 15:00:00,W,389,304.0,13
2025-04-29,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-29 09:00:00,2025-04-29 15:00:00,E,1389,3933.0,13
2025-04-29,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-29 09:00:00,2025-04-29 15:00:00,W,387,706.0,13
2025-04-30,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-30 09:00:00,2025-04-30 15:00:00,E,1374,3430.0,13
2025-04-30,17,10:00,161,9,11.2,1,0,30.13,0,2025-04-30 09:00:00,2025-04-30 15:00:00,W,366,559.0,13
2025-05-01,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-01 09:00:00,2025-05-01 15:00:00,E,1424,3373.0,13
2025-05-01,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-01 09:00:00,2025-05-01 15:00:00,W,378,306.0,13
2025-05-02,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-02 09:00:00,2025-05-02 15:00:00,E,1367,2799.0,13
2025-05-02,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-02 09:00:00,2025-05-02 15:00:00,W,439,583.0,13
2025-05-05,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-05 09:00:00,2025-05-05 15:00:00,E,1308,5259.0,13
2025-05-05,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-05 09:00:00,2025-05-05 15:00:00,W,366,581.0,13
2025-05-06,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-06 09:00:00,2025-05-06 15:00:00,E,1409,3889.0,13
2025-05-06,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-06 09:00:00,2025-05-06 15:00:00,W,424,552.0,13
2025-05-07,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-07 09:00:00,2025-05-07 15:00:00,E,1336,3536.0,13
2025-05-07,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-07 09:00:00,2025-05-07 15:00:00,W,408,447.0,13
2025-05-08,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-08 09:00:00,2025-05-08 15:00:00,E,1448,5264.0,13
2025-05-08,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-08 09:00:00,2025-05-08 15:00:00,W,408,215.0,13
2025-05-09,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-09 09:00:00,2025-05-09 15:00:00,E,1300,5547.0,13
2025-05-09,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-09 09:00:00,2025-05-09 15:00:00,W,366,442.0,13
2025-05-12,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-12 09:00:00,2025-05-12 15:00:00,E,1623,4229.0,13
2025-05-12,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-12 09:00:00,2025-05-12 15:00:00,W,412,431.0,13
2025-05-13,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-13 09:00:00,2025-05-13 15:00:00,E,1852,4093.0,13
2025-05-13,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-13 09:00:00,2025-05-13 15:00:00,W,458,412.0,13
2025-05-14,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-14 09:00:00,2025-05-14 15:00:00,E,1404,1241.0,13
2025-05-14,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-14 09:00:00,2025-05-14 15:00:00,W,372,270.0,13
2025-05-15,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-15 09:00:00,2025-05-15 15:00:00,E,1629,3814.0,13
2025-05-15,17,10:00,161,9,11.2,1,0,30.13,0,2025-05-15 09:00:00,2025-05-15 15:00:00,W,412,518.0,13
