date,No. of Veh,Service interval,Run time (min),Term time (min),Avg. spd (km/h),Time of Day (morning: 0-late evening: 4)*,Weekday=0/Sat=1/Sun=2,RT dist (km),Interruption,time period start,time period end,EB/WB,stop,bunch,gap,total delay
datetime64[ns],int64,object,int64,int64,float64,int64,int64,float64,int64,datetime64[ns],datetime64[ns],object,object,int64,int64,float64
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Glenmount Park Rd,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Prust Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Main Street Station at Bay 7,0,4,-6.516666666666667
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Norwood Rd,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,McCaul St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Broadview Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Ontario St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Rusholme Park Cres,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Havelock St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,High Park Loop,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Queens Park (Queen's Park Station),0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Roncesvalles Ave,3,3,-60.35
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,De Grassi St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Parliament St at Carlton St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Parkside Dr East Side,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Dundas St West,0,3,-22.95
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Howard Park Ave at Roncesvalles Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Parliament St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Parliament St at Gerrard St East,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Sumach St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Blackburn St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Logan Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Augusta Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Beverley St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,University Ave (Queen's Park Station,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Elizabeth St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Greenwood Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Alton Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Coxwell Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Gerrard St East  at Coxwell Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Coxwell Ave at Lower Gerrard St East,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Ashdale Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Howard Park Ave at Indian Rd,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Dundas St West at Howard Park Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Main St at Gerrard St East,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Main St,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Main St at Danforth Ave,0,0,0.0
2025-01-04 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-04 22:00:00,2025-01-05 04:00:00,W,Howard Park Ave at Parkside Dr,0,0,0.0
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Woodfield Rd,1,2,-39.28333333333333
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Coxwell Ave at Gerrard St East,0,0,0.0
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Euclid Ave,0,0,-17.516666666666666
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Bowmore Rd,2,3,-29.21666666666667
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Bay St,1,0,-47.53333333333333
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Lansdowne Ave,2,1,-59.6
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Indian Rd,0,1,20.2
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Grace St,0,1,-24.366666666666667
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Dufferin St,4,2,-35.35
2025-01-11 00:00:00,15,10:00,139,11,13.0,4,1,30.13,0,2025-01-11 22:00:00,2025-01-12 04:00:00,E,Gerrard St East at Beaton Ave,1,3,-26.35
